50	0.000769737
1050	0.000769737
777	0.000793808
1777	0.000793808
332	0.0003976
1332	0.0003976
574	0.00057493
1574	0.00057493
265	0.000786377
1265	0.000786377
517	3.20493e-05
1517	3.20493e-05
271	6.84603e-05
1271	6.84603e-05
49	6.54491e-05
1049	6.54491e-05
816	6.84565e-05
1816	6.84565e-05
440	5.11495e-07
1440	5.11495e-07
206	0.000768564
1206	0.000768564
876	4.94101e-07
1876	4.94101e-07
614	1.36403e-06
1614	1.36403e-06
308	0.000711729
1308	0.000711729
62	0.000695158
1062	0.000695158
473	0.000298482
1473	0.000298482
250	0.000370065
1250	0.000370065
911	5.87355e-07
1911	5.87355e-07
241	0.00016586
1241	0.00016586
315	0.000472471
1315	0.000472471
962	0.000149439
1962	0.000149439
390	7.65192e-07
1390	7.65192e-07
94	1.90291e-06
1094	1.90291e-06
415	2.07957e-07
1415	2.07957e-07
41	3.75945e-06
1041	3.75945e-06
